Prompt,Response
"Attention, incident occurred at Paige Club Road, by Marina Bay Sands near lamp post #978. There's a tree blocking the road. someone appears seriously injured, involving a pedestrian, a bus. Observers are calling for help.","Location of the incident: Paige Club Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 978
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a pedestrian, a bus
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: injured"
"This just in, accident at John Views Road, near lamp post #634. There's a huge fire breakout. someone appears seriously injured, involving a motorcycle. .","Location of the incident: John Views Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 634
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: injured"
"Emergency reported on Reginald Stream Road, near lamp post #692. There's oil spilled all over. a few injuries spotted, involving a bus, a motorcycle, a car. Observers are calling for help.","Location of the incident: Reginald Stream Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 692
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a bus, a motorcycle, a car
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"Emergency reported on Chavez Mountains Road, close to Gardens by the Bay near lamp post #386. There's oil spilled all over. someone appears seriously injured, involving a motorcycle, a car, a bus. Observers are calling for help.","Location of the incident: Chavez Mountains Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 386
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a motorcycle, a car, a bus
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: injured"
"Uh oh, there's an accident on Paul Cove Road, near Changi Airport near lamp post #53. There's oil spilled all over. someone appears seriously injured, involving a motorcycle. Observers are calling for help.","Location of the incident: Paul Cove Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 53
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a motorcycle
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: injured"
"Uh oh, there's an accident on Sheila Islands Road, near lamp post #705. There's oil spilled all over. someone appears seriously injured, involving a bicycle. People helping out.","Location of the incident: Sheila Islands Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 705
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a bicycle
Actions taken by bystanders: People helping out
State of casualties involved in the accident: injured"
"This just in, accident at Tanya Overpass Road, near Changi Airport near lamp post #467. There's . nobody seems hurt, involving a bicycle. Bystanders are unsure what to do.","Location of the incident: Tanya Overpass Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 467
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a bicycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"This just in, accident at Barnes Pike Road, near lamp post #979. There's oil spilled all over. , involving a bicycle, a car. .","Location of the incident: Barnes Pike Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 979
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a bicycle, a car
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Uh oh, there's an accident on Tammy Wells Road, around Sentosa near lamp post #999. There's a tree blocking the road. a few injuries spotted, involving a motorcycle. Bystanders are unsure what to do.","Location of the incident: Tammy Wells Road
Prominent landmarks: around Sentosa
Expressway: NA
Nearby lamp post numbers: 999
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a motorcycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Just saw something happen on Ochoa Branch Road, by Marina Bay Sands near lamp post #296. There's . a few injuries spotted, involving a car, a motorcycle. .","Location of the incident: Ochoa Branch Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 296
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a car, a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Uh oh, there's an accident on Kaitlyn Bridge Road, around Sentosa near lamp post #565. There's . a few injuries spotted, involving a motorcycle. Observers are calling for help.","Location of the incident: Kaitlyn Bridge Road
Prominent landmarks: around Sentosa
Expressway: NA
Nearby lamp post numbers: 565
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a motorcycle
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"This just in, accident at Berg Port Road, by Marina Bay Sands near lamp post #639. There's a huge fire breakout. , involving a pedestrian. Observers are calling for help.","Location of the incident: Berg Port Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 639
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a pedestrian
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"Watch out, crash on Elaine Glens Road, by Marina Bay Sands near lamp post #157. There's a tree blocking the road. nobody seems hurt, involving a pedestrian, a car. .","Location of the incident: Elaine Glens Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 157
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a pedestrian, a car
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Uh oh, there's an accident on Jeanette Circle Road, near lamp post #736. There's . someone appears seriously injured, involving a motorcycle, a car, a pedestrian. Observers are calling for help.","Location of the incident: Jeanette Circle Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 736
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a motorcycle, a car, a pedestrian
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: injured"
"This just in, accident at Benjamin Circles Road, near lamp post #143. There's a huge fire breakout. a few injuries spotted, involving a motorcycle, a bus, a bicycle. People helping out.","Location of the incident: Benjamin Circles Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 143
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a motorcycle, a bus, a bicycle
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"This just in, accident at Watkins Isle Road, around Sentosa near lamp post #851. There's debris scattered around. , involving a bus, a bicycle. Bystanders are unsure what to do.","Location of the incident: Watkins Isle Road
Prominent landmarks: around Sentosa
Expressway: NA
Nearby lamp post numbers: 851
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: debris scattered around
Vehicles involved: a bus, a bicycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Attention, incident occurred at Julie Trace Road, near lamp post #537. There's a tree blocking the road. someone appears seriously injured, involving a bicycle, a pedestrian. Observers are calling for help.","Location of the incident: Julie Trace Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 537
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a bicycle, a pedestrian
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: injured"
"This just in, accident at Kelly Highway Road, near Changi Airport near lamp post #185. There's a tree blocking the road. a few injuries spotted, involving a pedestrian. People helping out.","Location of the incident: Kelly Highway Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 185
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a pedestrian
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"Emergency reported on Dixon Estate Road, close to Gardens by the Bay near lamp post #833. There's a huge fire breakout. a few injuries spotted, involving a bus, a motorcycle, a bicycle. Bystanders are unsure what to do.","Location of the incident: Dixon Estate Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 833
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a bus, a motorcycle, a bicycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
